Date,Price
10/30/2009,1700.67
11/2/2009,1711.65
11/4/2009,1718.21
11/5/2009,1751.45
11/6/2009,1756.07
11/9/2009,1795.56
11/10/2009,1795.9
11/11/2009,1804.93
11/12/2009,1786.66
11/13/2009,1796.93
11/16/2009,1823.29
11/17/2009,1825.18
11/18/2009,1824.61
11/19/2009,1800.12
11/20/2009,1794.65
11/24/2009,1818.31
11/25/2009,1826.74
11/27/2009,1795.7
11/30/2009,1802.68
12/1/2009,1824.54
12/2/2009,1825.4
12/3/2009,1810.13
12/4/2009,1820.11
12/7/2009,1815.7
12/8/2009,1797.31
12/9/2009,1804.1
12/10/2009,1814.81
12/11/2009,1821.8
12/14/2009,1834.55
12/15/2009,1824.37
12/16/2009,1826.45
12/17/2009,1804.96
12/18/2009,1815.5
12/21/2009,1834.59
12/22/2009,1841.17
12/24/2009,1855.5
12/28/2009,1857.89
12/29/2009,1855.61
12/30/2009,1856.14
1/4/2010,1867.06
1/5/2010,1872.9
1/6/2010,1874.73
1/7/2010,1882.34
1/8/2010,1887.77
1/12/2010,1873.32
1/13/2010,1889.1
1/14/2010,1893.72
1/15/2010,1873.3
1/19/2010,1896.72
1/20/2010,1876.9
1/21/2010,1841.39
1/22/2010,1800.61
1/25/2010,1808.93
1/26/2010,1801.34
1/27/2010,1810.21
1/28/2010,1788.97
1/29/2010,1771.4
2/1/2010,1796.67
2/2/2010,1819.99
2/3/2010,1810.64
2/4/2010,1754.3
2/5/2010,1759.38
2/8/2010,1744.37
2/9/2010,1767.18
2/10/2010,1763.69
2/12/2010,1776.5
2/16/2010,1808.72
2/17/2010,1816.7
2/18/2010,1828.81
2/19/2010,1833.09
2/22/2010,1831.21
2/23/2010,1809.05
2/24/2010,1826.98
2/25/2010,1823.64
2/26/2010,1826.27
3/1/2010,1844.87
3/2/2010,1849.17
3/3/2010,1850.24
3/4/2010,1857.2
3/5/2010,1883.28
3/8/2010,1883.29
3/9/2010,1886.6
3/10/2010,1895.38
3/11/2010,1903.68
3/12/2010,1903.29
3/15/2010,1904.19
3/16/2010,1919.02
3/17/2010,1930.22
3/18/2010,1929.63
3/19/2010,1919.8
3/23/2010,1943.7
3/24/2010,1933.04
3/25/2010,1929.75
3/26/2010,1931.18
3/29/2010,1942.51
3/30/2010,1942.81
3/31/2010,1936.48
4/1/2010,1950.91
4/5/2010,1966.44
